Unnamed: 0,Address,pincode,Taluk,Districtname,statename,Latitude,Longitude,Cluster
27,"Near Pampady Gramapanchayth, NH- 220, Pampady Road, Pampady, Kottayam, Pampady, Kerala 686502, India",686502,Kottayam,Kottayam,KERALA,9.581621149411763,76.63691744941177,0
28,"No: 1/H, Avinashi - Tiruppur Rd, near BBC Petrol Pump, Thaneerpanthal, Anupparpalayam Pudur, Tiruppur, A.Thirumuruganpoondi, Tamil Nadu 641652, India",641652,Tiruppur,Coimbatore,TAMIL NADU,11.1398791,77.31429145,0
29,"114 A, Senthottam, Sowri Palayam, Coimbatore, Tamil Nadu 641028, India",641028,Coimbatore South,Coimbatore,TAMIL NADU,55.2881222,62.45378057999999,0
30,"Agappe Hills, Pattimattom PO, Kochi, Kerala 683562, India",683562,Aluva,Ernakulam,KERALA,10.034164772289158,76.42900358072289,0
31,"No 4/571, Palladam Rd, Veerapandi, Tiruppur, Tamil Nadu 641605, India",641605,Kangayam,Erode,TAMIL NADU,11.1207516,77.335338875,0
35,"60, Avinashi - Tiruppur Rd, Kumar Nagar, Park Avenue, Tiruppur, Tamil Nadu 641603, India",641603,Tiruppur,Coimbatore,TAMIL NADU,11.135501066666668,77.34238386666667,0
36,"VCMC+GH, Veppampatti, Tamil Nadu 625534, India",625534,Bodinayakanur,Theni,TAMIL NADU,9.964452433333332,77.46669595,0
39,"Shed No. 30, Netaji Apparel Park New, Tiruppur, Tamil Nadu 641666, India",641666,Tirupur,Coimbatore,TAMIL NADU,11.197693457142856,77.3648192,0
41,"Akanadu, Mudakuzha P.O, Kurichilakodu, Akanad, Kochi, Vengoor West, Kerala 683546, India",683546,Kunnathunad,Ernakulam,KERALA,10.1428569,76.52744881481482,0
42,"2/140, Kovil Street, Mangalam Rd, S R Nagar, Tiruppur, Tamil Nadu 641687, India",641687,Tiruppur,Coimbatore,TAMIL NADU,11.0980518625,77.309765225,0
44,"SF No. 12/3,4,5 - 13/1 - 21/1 , Sasthiri Nagar, Erangattur, Mettupalayam, Sathyamangalam - Mettupalayam Main Rd, South Rangasamuthram, Sathyamangalam, Tamil Nadu 638402, India",638402,Sathyamangalam,Erode,TAMIL NADU,11.477104075,77.231386425,0
47,"5R6W+2FJ, Kashayapadi, Kozhikode, Feroke, Kerala 673631, India",673631,Kozhikode,Kozhikode,KERALA,11.175759547619048,75.84226028095239,0
48,"Mookkannoor Ezhattumugham Rd, Mookkannoor, Kerala 683577, India",683577,Aluva,Ernakulam,KERALA,10.236465032954545,76.41597145568181,0
49,"X746+P3V, Jew Town Rd, Jew Town, Kappalandimukku, Mattancherry, Kochi, Kerala 682002, India",682002,Kochi,Ernakulam,KERALA,9.957255232894736,76.25402236842105,0
50,"P838+CP5, Kottaram Jn. Rd, Kadakkarappally, Kerala 688529, India",688529,Cherthala,Alappuzha,KERALA,9.705020973333331,76.3096675088889,0
51,"P.O, Kommady, Thumpoly, Alappuzha, Aryad South, Kerala 688008, India",688008,Ambalapuzha,Alappuzha,KERALA,9.521471733333334,76.3244164,0
52,"Alappuzha, Kerala, India",682002,Kochi,Ernakulam,KERALA,9.957255232894736,76.25402236842105,0
53,"Alappuzha, Kerala, India",688534,Cherthla,Alappuzha,KERALA,9.871729377142858,76.30438504,0
54,"Puthoor, Kerala 691507, India",691507,Kottarakkara,Kollam,KERALA,9.043139252830189,76.7161006773585,0
56,"SF.No:105,Valayankadu,P.Vadugapalayam Post, Palladam-Dharapuram Rd, Palladam, Tamil Nadu 641664, India",641664,Palladam,Coimbatore,TAMIL NADU,10.98807019,77.28173242999999,0
58,"15, Valluvar St, Sivananda Colony, Tatabad, Coimbatore, Tamil Nadu 641012, India",641012,Coimbatore South,Coimbatore,TAMIL NADU,11.020646936,76.962853908,0
59,"W8GX+FX8 Moopanpara, Valapattanam, Kerala 670011, India",670011,Kannur,Kannur,KERALA,11.911786729166668,75.36011997916667,0
60,"Thudiyalur Rd, near Indian Oil Petrol Bunk, Saravanampatti, Coimbatore, Tamil Nadu 641006, India",641006,Coimbatore North,Coimbatore,TAMIL NADU,11.059443936363635,76.99888995,0
61,"Edappally Raghavan Pillai Road, Junction, Perandoor, Elamakkara, Kochi, Kerala 682026, India",682026,Ernakulam,Ernakulam,KERALA,10.01621266875,76.288820209375,0
62,"MLA Rd, Poochakkal, Cherthala, Panavally, Kerala 688526, India",688526,Cherthala,Alappuzha,KERALA,9.806103366981132,76.35243924716981,0
63,"Anchuthengu, Kerala, India",686012,Kottayam,Kottayam,KERALA,9.54856711111111,76.52230786666667,0
64,"2QHX+CR5, Thalavoor, Kerala 691560, India",691560,Kottarakara,Kollam,KERALA,9.04378430952381,76.78092363809523,0
66,"VIP Nagar Pandian Nagar East Tiruppur, PN Rd, Mummoorthi Nagar, Tiruppur, Tamil Nadu 641602, India",641602,Tiruppur,Coimbatore,TAMIL NADU,11.121108205263155,77.34359659473684,0
67,"Parambithara Rd, Panampilly Nagar, Kochi, Kerala 682036, India",682036,Ernakulam,Ernakulam,KERALA,9.959980295833333,76.29498357083334,0
68,"No. 3, Athimarathottam, Sirupooluvapatti, Tiruppur, Tamil Nadu 641603, India",641603,Tiruppur,Coimbatore,TAMIL NADU,11.135501066666668,77.34238386666667,0
69,"Garmenting Division Unit-IINO.932 Dharapuram RoadVattamalai, PO, A.P, Pudur, Kangeyam, Tamil Nadu 638701, India",638701,Kangayam,Erode,TAMIL NADU,11.008906164814816,77.55643352407408,0
72,"Vengamedu, Poyampalayam, Chettipalayam, Tiruppur, Tamil Nadu 641602, India",641602,Tiruppur,Coimbatore,TAMIL NADU,11.121108205263155,77.34359659473684,0
73,"V872+GG9, Keltron Rd, Aroor gram panchayat, Kochi, Kerala 688534, India",688534,Cherthla,Alappuzha,KERALA,9.871729377142858,76.30438504,0
74,"22/1177, Aroor - Thoppumpady Rd, N.H. 47, Edakochi, Kochi, Kerala 682010, India",682010,Kochi,Ernakulam,KERALA,9.9107678,76.29057865833333,0
75,"Arani, Tamil Nadu, India",682024,Ernakulam,Ernakulam,KERALA,10.01888763298969,76.30253450412371,0
76,"4, Thiruthangal Rd, Thiruthangal, Sivakasi, Tamil Nadu 626123, India",626123,Sivakasi,Virudhunagar,TAMIL NADU,9.43491624736842,77.79007205263159,0
77,"Thattaveli Palam, Velloor, Kerala 686605, India",686605,Vaikom,Kottayam,KERALA,9.795920142424242,76.44080179242424,0
78,"S.F.no 56, Dhanas industrial complex Kasipalayam, Main Rd, Kallangadu, Nallur, Tiruppur, Tamil Nadu 641606, India",641606,Tiruppur,Coimbatore,TAMIL NADU,11.108007883333332,77.3994223,0
80,"61-C, Saminathapuram 2nd street, Anupparpalayam, Velampalayam, Tiruppur, Tamil Nadu 641652, India",641652,Tiruppur,Coimbatore,TAMIL NADU,11.1398791,77.31429145,0
81,"458X+7CV, Olavara - Payyanur Rd, Thrikaripur, Kerala 670307, India",670307,Taliparamba,Kannur,KERALA,12.131190267272729,75.2246940030303,0
83,"8/823, Vigneshwara Nagar, Pooluvapatti, Tiruppur, Tamil Nadu 641603, India",641603,Tiruppur,Coimbatore,TAMIL NADU,11.135501066666668,77.34238386666667,0
84,"Road, Aroor gram panchayat, Kochi, Kerala 688534, India",688534,Cherthla,Alappuzha,KERALA,9.871729377142858,76.30438504,0
85,"Plot No. 39-B, CSEZ, Kakkanad, Kochi, Kakkanad, Kerala 682037, India",682037,Ernakulam,Ernakulam,KERALA,9.997384706451612,76.34072476129032,0
86,"14, Mannar St, T. Nagar, Chennai, Tamil Nadu 600017, India",600017,Chennai,Chennai,TAMIL NADU,13.04255560945946,80.23459868513514,0
87,"48Q6+8WF, Velampalayam, Tiruppur, A.Thirumuruganpoondi, Tamil Nadu 641652, India",641652,Tiruppur,Coimbatore,TAMIL NADU,11.1398791,77.31429145,0
88,"Mukkam - Thiruvambady Rd, Agastiamuzhi, Mukkam, Thondimmal, Kerala 673582, India",673582,Kozhikode,Kozhikode,KERALA,11.364234452173912,75.96050992608696,0
89,"XIII/831, Vikas Rd, Karuvelipady, Thoppumpady, Kochi, Kerala 682005, India",682005,Kochi,Ernakulam,KERALA,9.940253061111113,76.25960161388889,0
90,"3A, Mariamman Koil St, Panruti, Thorapadi, Tamil Nadu 607106, India",607106,Panruti,Cuddalore,TAMIL NADU,11.76015140909091,79.55037046363637,0
91,"14B,PUTHUTHOTTAM, SBI Colony, NARAYANASWAMY NAGAR, Gandhinagar, Velampalayam, Tiruppur, Tamil Nadu 641603, India",641603,Tiruppur,Coimbatore,TAMIL NADU,11.135501066666668,77.34238386666667,0
92,"10/588E, Acc house mullai nagar Extn, Ganapathipalayam Rd, Chinnakarai, Tiruppur, Tamil Nadu 641605, India",641605,Kangayam,Erode,TAMIL NADU,11.1207516,77.335338875,0
96,"Industrial development plot, Punnapra North, Alappuzha, Kerala 688003, India",688003,Ambalapuzha,Alappuzha,KERALA,9.468575348387096,76.33827430967742,0
97,"V2P6+G5W, Thalapatti, Tamil Nadu 639003, India",639003,Karur,Karur,TAMIL NADU,10.9371391,78.0401658,0
98,"Atlas House Kunnathurmedu, Menna Nagar Colony, Kalmandapam, Palakkad, Kerala 678013, India",678013,Palakkad,Palakkad,KERALA,10.766884786666663,76.66394232666667,0
99,"2nd Street, No. 34-A, PN Rd, Kamaraj Nagar, Tiruppur, Tamil Nadu 641602, India",641602,Tiruppur,Coimbatore,TAMIL NADU,11.121108205263155,77.34359659473684,0
100,"WGJW+H82, Neendakara - Chinnakkada Rd, Sakthikulangara North, Kollam, Kerala 691581, India",691581,Kollam,Kollam,KERALA,8.928226436363635,76.54678488181818,0
101,"T2,Bharat city arcade, Vathukara St, Annamalai Nagar, Woraiyur, Tiruchirappalli, Tamil Nadu 620003, India",620003,Tiruchirappalli,Tiruchirappalli,TAMIL NADU,10.799158811111113,78.68337603333333,0
102,"2M96+9MP, Moonnumukku - Uppoodu Road, Mathilakom, Kizhakkekallada, Kerala 691502, India",691502,Kollam,Kollam,KERALA,9.008392784545457,76.65603456545455,0
103,"Velichappat, 3/217 B, Poickattussery, Chengamanad PO Ernakulam District Nedumbassery kurumaseri Road 589P+397, Aluva - Mala Rd, Kerala 683578, Aluva, Kerala 683585, India",683578,Paravur,Ernakulam,KERALA,10.155197839473685,76.30713587631578,0
104,"126, Nelson Manickam Rd, Collectorate Colony, Aminjikarai, Chennai, Tamil Nadu 600094, India",600094,Chennai,Chennai,TAMIL NADU,13.063181717391304,80.2239403826087,0
105,"IX/45-N INDUSTRIAL DEVELOPMENT PLOT, Poovanthuruthu, Kerala 686012, India",686012,Kottayam,Kottayam,KERALA,9.54856711111111,76.52230786666667,0
106,"5V2R+RX3, Kakkanchery, Chelambra, Kerala 673636, India",673636,Tirurangadi,Malappuram,KERALA,11.118472538297873,75.8919613468085,0
107,"Pathirappally Omanappuzha Road, Pattukalam, Alappuzha, Kerala 688522, India",688522,Ambalapuzha,Alappuzha,KERALA,9.572168202777778,76.32190507222222,0
109,"3B, Kamban Street, 1st St N, Ramakrishnapuram, Saravanampatti, Siranandha Puram, Coimbatore, Tamil Nadu 641035, India",641035,Coimbatore North,Coimbatore,TAMIL NADU,11.075230651851852,77.00013037037037,0
111,"Plot No. C-77-A2, C-77B1, Sipcot Industrial Comlex, Madathur, Udumalapetai, Madathur, Thoothukudi, Tamil Nadu 628008, India",628008,Thoothukkudi,Tuticorin,TAMIL NADU,8.901466286842105,78.11534920263158,0
113,"Thoppumpady, W7M8+59J, Thoppumpady, Kochi, Kerala 682005, India",682005,Kochi,Ernakulam,KERALA,9.940253061111113,76.25960161388889,0
114,"V798+RQR, puthenthode, Kannamaly, Kochi, Kerala 682008, India",682008,Kochi,Ernakulam,KERALA,9.869597658064515,76.26596289354838,0
115,"5, Angeripalayam Main Road, Jeeva Colony, Gandhi Nagar (PO), SBI Colony, Gandhinagar, Velampalayam, Titupur, Tiruppur, Tamil Nadu 641603, India",641603,Tiruppur,Coimbatore,TAMIL NADU,11.135501066666668,77.34238386666667,0
116,"D-47&48, Municipal Shopping Complex, AM Rd, Perumbavoor, Kerala 683542, India",683542,Kunnathunad,Ernakulam,KERALA,10.114937405454544,76.47808056363637,0
117,"1/93, Mylampatti Post, near, Chinnampalayam, Coimbatore, Mylampatti, Tamil Nadu 641062, India",641062,Coimbatore South,Coimbatore,TAMIL NADU,11.0632278125,77.0744629125,0
118,"2XHP+FRH, Avarampalayam, Illango Nagar, Coimbatore, Tamil Nadu 641006, India",641006,Coimbatore North,Coimbatore,TAMIL NADU,11.059443936363635,76.99888995,0
119,"Room no.477-C, Gandhinagar West Kechery, Thalakottukara ,India.pin-680501, Kechery, Thalakottukara, Kerala 680501, India",680501,Talappilly,Thrissur,KERALA,10.63004167027027,76.12065817297298,0
121,"29Q2+WHJ, Edappally - Pukkattupady Rd, Kollamkudimugal, Kangarappady, Kochi, Kerala 682021, India",682021,Ernakulam,Ernakulam,KERALA,10.029233765060242,76.3353045433735,0
123,"2947+MW7, Infopark Campus, Infopark, Kakkanad, Kerala 682030, India",682030,Ernakulam,Ernakulam,KERALA,51.13351584878049,133.02442981463415,0
124,"Amarjothi Gardens, Railway Feeder Road, 485V+46W, Railway Feeder Road, Kannipiran Colony, Valipalayam, Tiruppur, Tamil Nadu 641601, India",641601,Avanashi,Coimbatore,TAMIL NADU,11.096039183333334,77.27852751666666,0
126,"Pallichal Rd, Valummel, Kochi, Kerala 682005, India",682005,Kochi,Ernakulam,KERALA,9.940253061111113,76.25960161388889,0
128,"pariyur amman nagar, Nochipalayam, Tiruppur, Tamil Nadu 641605, India",641605,Kangayam,Erode,TAMIL NADU,11.1207516,77.335338875,0
132,"Thiruvegappura, Pattambi, Thiruvegappura, Kerala 679304, India",679304,Ottappalam,Palakkad,KERALA,10.874712928571428,76.12257982857143,0
133,"Ambalathinkara, Kerala 671531, India",671531,Hosdurg,Kasargod,KERALA,12.355591562679429,75.14433762918661,0
134,"Mavady Post, Enathu Puthoor Rd, Kerala 691507, India",691507,Kottarakkara,Kollam,KERALA,9.043139252830189,76.7161006773585,0
136,"Glenmary Estate, Peerumade (PO), HXGG+78G, Peermade, Idukki, Kuttikkanam, Kerala 685531, India",685531,Peerumade,Idukki,KERALA,9.576299994642858,76.99785246785714,0
138,"Kollam Kerala, Kerala 691507, India",691507,Kottarakkara,Kollam,KERALA,9.043139252830189,76.7161006773585,0
140,"55, GNG St, Varadaraja Puram, Ambattur, Chennai, Tamil Nadu 600053, India",600053,Ambattur,Tiruvallur,TAMIL NADU,13.115547275,80.15386521875,0
141,"No. 40, 5th Cross, Bharathi Park Rd, Periyar Nagar, Anna Nagar, Coimbatore, Tamil Nadu 641043, India",641043,Coimbatore North,Coimbatore,TAMIL NADU,11.02590545,76.94764801666666,0
142,"9HR7+5RM, Thiruvalla, Kerala 689101, India",689101,Tiruvalla,Pathanamthitta,KERALA,9.39262636233184,76.5697836941704,0
144,"Oottara, Kollengode, JPH2+7X8, Panangattiri, Kerala 678504, India",678504,Chittur,Palakkad,KERALA,10.639918471428572,76.6950375,0
145,"20, Kongu Main Rd, SNVS Layout, Muthu Nagar, Renganatha Puram, Tiruppur, Tamil Nadu 641607, India",641607,Tirupur,Coimbatore,TAMIL NADU,11.1214821,77.36035476666666,0
148,"57PJ+26C, SH19, Kaikattipudhur, Avinashi, Tamil Nadu 641654, India",641654,,Coimbatore,TAMIL NADU,11.17420899375,77.233283075,0
151,"Sengeni Ammal St, Panruti, Tamil Nadu 607106, India",607106,Panruti,Cuddalore,TAMIL NADU,11.76015140909091,79.55037046363637,0
152,"EEC Market, Market P.O, Vazhappily, Muvattupuzha, Kerala 686673, India",686673,Muvattupuzha,Ernakulam,KERALA,9.98582857409836,76.58100003016393,0
153,"HMD BUILDING, 18/1640, Karicode, Koikkal, Kollam, Kerala 691004, India",691004,Kollam,Kollam,KERALA,8.904030673684211,76.62197661052632,0
154,"48/2510D4, 2nd Floor, Blastline Corporate Chamber,Pottakuzhi Elamakkakara (PO, Perandoor Rd, Mamangalam, Kaloor, Ernakulam, Kochi, Kerala 682026, India",682026,Ernakulam,Ernakulam,KERALA,10.01621266875,76.288820209375,0
155,"682 F, Mundur, Thrissur, Kerala 680541, India",680541,Thrissur,Thrissur,KERALA,7.18675985,-72.8779573,1
156,"1058, Munusamy Salai, KK Nagar West, K. K. Nagar, Chennai, Tamil Nadu 600078, India",600078,Chennai City Corporation,Chennai,TAMIL NADU,13.040193223809524,80.19962110476192,0
157,"SIDCO, Tamil Nadu 641606, India",641606,Tiruppur,Coimbatore,TAMIL NADU,11.108007883333332,77.3994223,0
159,"14/486, East, Pandikudy, Chullickal, Kochi, Kerala 682001, India",682001,Kochi,Ernakulam,KERALA,9.961975513432836,76.24336774328359,0
160,"48FH+P3M, Asher Nagar 60 Feet Rd, Valayankadu South, Tiruppur, Tamil Nadu 641603, India",641603,Tiruppur,Coimbatore,TAMIL NADU,11.135501066666668,77.34238386666667,0
161,"lakshmi, Ganesh Nagar 3rd St, Lakshmi Nagar, Koundampalayam, Coimbatore, Tamil Nadu 641030, India",641030,Coimbatore North,Coimbatore,TAMIL NADU,11.038309671428571,76.94737058571428,0
162,"47/1, Periyar St, Erode, Tamil Nadu 638003, India",638003,Erode,Erode,TAMIL NADU,11.34824984,77.72973542666666,0
163,"J9C6+WCC, Kayippuram, Muhamma, Kerala 688525, India",688525,Cherthala,Alappuzha,KERALA,9.619357622727271,76.35883995454545,0
164,"P9V4+QVH, Pallipuram, Kerala 688541, India",688541,Cherthala,Alappuzha,KERALA,9.742432095238096,76.36193387142858,0
165,"56, S Car St, Teppam South Bazar, Anna Nagar, Virudhunagar, Tamil Nadu 626001, India",626001,Virudhunagar,Virudhunagar,TAMIL NADU,9.590604,77.95970871860465,0
167,"330/1, Sri Gokula Krishna Nagar Tkt Mills, Palladam Road, Tiruppur - Palladam Rd, AB Nagar, Tiruppur, Tamil Nadu 641605, India",641605,Kangayam,Erode,TAMIL NADU,11.1207516,77.335338875,0
171,"XI /799, VIJAYAPURAM, Vadavathoor, Kottayam, Kerala 686010, India",686010,Kottayam,Kottayam,KERALA,9.590680228,76.56449500800001,0
172,"42, Karumarampalayam Rd, Karumarpalayam, Mannarai, Tiruppur, Tamil Nadu 641607, India",641607,Tirupur,Coimbatore,TAMIL NADU,11.1214821,77.36035476666666,0
175,"28/4, Millers Rd, Kilpauk, Chennai, Tamil Nadu 600010, India",600010,Perambur Purasawalkam,Chennai,TAMIL NADU,13.08101776716418,80.2377158283582,0
176,"3/176, SS no - 419/5D, Maniyavi Thottam West Arasur, SulurTaluk, Amman Nagar, Coimbatore, Tamil Nadu 641407, India",641407,Palladam,Coimbatore,TAMIL NADU,11.076832133333331,77.14018266666666,0
177,"103, Street, Kozhipannai, Andipalayam, Tiruppur, Tamil Nadu 641687, India",641687,Tiruppur,Coimbatore,TAMIL NADU,11.0980518625,77.309765225,0
179,"V9FW+8MW, Elayavoor, Kerala 670005, India",670005,Kannur,Kannur,KERALA,11.88568325,75.39104645,0
180,"Manuelsons, Complex, GH Rd, Mananchira, Kozhikode, Kerala 673001, India",673001,Kozhikode,Kozhikode,KERALA,11.250885012068968,75.78104223908046,0
181,"G65M+4WR, Caico Rd, Maveli Nagar, Unity Nagar, Kuriachira, Thrissur, Kerala 680006, India",680006,,Thrissur,KERALA,7.117603033333332,-73.13023476666666,1
182,"5C6J+J64, Kavandampalayam, Tamil Nadu 638752, India",638752,Erode,Erode,TAMIL NADU,11.1508836,77.4367188,0
184,"1,Bridgeway Colony, Extention North, Bridge Way Colony Extension, Tiruppur, Tamil Nadu 641607, India",641607,Tirupur,Coimbatore,TAMIL NADU,11.1214821,77.36035476666666,0
187,"P.B. No.2, Koovappady P.O, Akanad, Kerala 683544, India",683544,Kunnathunad,Ernakulam,KERALA,10.166672573758866,76.50774667872341,0
188,"Coir park 1 Thiruvizha North Road, Post, Mayithara, Cherthala South, Kerala 688539, India",688539,Cherthala,Alappuzha,KERALA,9.66428288888889,76.34121377777778,0
189,"Broadway, Church St, Marine Drive, Ernakulam, Kochi, Kerala 682031, India",682031,Ernakulam,Ernakulam,KERALA,9.99692354,76.27468644,0
190,"No.11, M. R. Nagar, Dharapuram Main Rd, MR Nagar, K N P Colony, Tiruppur, Tamil Nadu 641604, India",641604,Tiruppur,Coimbatore,TAMIL NADU,11.096187535483873,77.34985892258065,0
192,"Ponpuzha, Ithithanam Post, Changanacherry Near Saintgits college, Pathamuttom, Kottayam, Ithithanam, Kerala 686535, India",686535,Changanassery,Kottayam,KERALA,9.479609457894735,76.52609346315789,0
193,"582M+VXG, Vengamedu, Mangulam, Tiruppur, Tamil Nadu 641603, India",641603,Tiruppur,Coimbatore,TAMIL NADU,11.135501066666668,77.34238386666667,0
194,"Naruvamoodu, Pallichal, Kerala 695507, India",695507,Neyyattinkara,Thiruvananthapuram,KERALA,8.458312268965518,77.0568589275862,0
195,"2PCC+JGV, Thevalapuram, Neduvathoor, Kerala 691507, India",691507,Kottarakkara,Kollam,KERALA,9.043139252830189,76.7161006773585,0
197,"AS Road, J84M+GF5, Kanjikuzhy, Shertallay, Kerala 688524, India",688524,Cherthala,Alappuzha,KERALA,9.6891011625,76.33285069583334,0
198,"WGPV+RXG, Neendakara, Kollam, Kerala 691582, India",691582,Karunagapally,Kollam,KERALA,8.9475339,76.53934165,0
200,"396M+769, Tiruppur, Tamil Nadu 641605, India",641605,Kangayam,Erode,TAMIL NADU,11.1207516,77.335338875,0
204,"Chemmeens Junction,Karuvekipady, Kochi-682005, Karuvelipady, Kazhuthumuttu, Thoppumpady, Kochi, Kerala 682005, India",682005,Kochi,Ernakulam,KERALA,9.940253061111113,76.25960161388889,0
205,"81, 2nd Street, New Ramakrishna Puram Mordan Bakery Street, Muthu Nagar, Renganatha Puram, Tiruppur, Tamil Nadu 641607, India",641607,Tirupur,Coimbatore,TAMIL NADU,11.1214821,77.36035476666666,0
208,"V8C7+3QX Cherukattu Industries, Aroor gram panchayat, Kochi, Kerala 688534, India",688534,Cherthla,Alappuzha,KERALA,9.871729377142858,76.30438504,0
209,"X6CJ+F69, Shanti Nagar, Perintalmanna, Kerala 679322, India",679322,Perinthalmanna,Malappuram,KERALA,10.977929251428572,76.22854857333334,0
211,"Pitchampalayam Pudur, Tiruppur, Tamil Nadu 641603, India",641603,Tiruppur,Coimbatore,TAMIL NADU,11.135501066666668,77.34238386666667,0
212,"SR Nagar, Periyandipalayam, Tiruppur, Tamil Nadu 641687, India",641687,Tiruppur,Coimbatore,TAMIL NADU,11.0980518625,77.309765225,0
214,"16B, CSEZ, Kakkanad, Kerala 682037, India",682037,Ernakulam,Ernakulam,KERALA,9.997384706451612,76.34072476129032,0
215,"Plot. No.41, 37, CSEZ, Kakkanad, Kochi, Kakkanad, Kerala 682037, India",682037,Ernakulam,Ernakulam,KERALA,9.997384706451612,76.34072476129032,0
216,"IV/833, MSP, Valavanad, Pollethai, Alappuzha, Kerala 688522, India",688522,Ambalapuzha,Alappuzha,KERALA,9.572168202777778,76.32190507222222,0
218,"No. 566, Swaminathapuram Village, Vadavalli, Panchayat, Taluk, Annur, Tamil Nadu 641697, India",641697,Mettupalayam,Coimbatore,TAMIL NADU,11.2594773,77.0357906,0
220,"Kochi, Kerala, India",682024,Ernakulam,Ernakulam,KERALA,10.01888763298969,76.30253450412371,0
221,"Kochi, Kerala, India",682002,Kochi,Ernakulam,KERALA,9.957255232894736,76.25402236842105,0
222,"Kochi, Kerala, India",688524,Cherthala,Alappuzha,KERALA,9.6891011625,76.33285069583334,0
223,"Federal Park, Vennala, Ernakulam, Kochi, Kerala 682028, India",682028,Ernakulam,Ernakulam,KERALA,9.99670085,76.32102778,0
224,"Kochi, Kerala, India",688534,Cherthla,Alappuzha,KERALA,9.871729377142858,76.30438504,0
225,"Poorna Nagar Park,, 4952+GWW, Periyar Nagar, Aluva, Kerala 683101, India",683101,Aluva,Ernakulam,KERALA,10.095680780412373,76.36233782061856,0
226,"PLOT no 63, Edayar, Kerala 683502, India",683502,Paravur,Ernakulam,KERALA,10.087692555555556,76.30506273333334,0
227,"20/46B, Near I.O.C Petrol Pump, Palluruthy Veli, Aroor - Thoppumpady Rd, Palluruthy, Kochi, Kerala 682006, India",682006,Kochi,Ernakulam,KERALA,9.917652551851852,76.27326455925926,0
228,"G83H+F9Q, Aarattuvazhi, Kanjiramchira, Aryad South, Alappuzha, Kerala 688007, India",688007,Ambalapuzh A,Alappuzha,KERALA,9.510326070833331,76.3268778625,0
