Unnamed: 0,Address,pincode,Taluk,Districtname,statename,Latitude,Longitude,Cluster
42,"2/140, Kovil Street, Mangalam Rd, S R Nagar, Tiruppur, Tamil Nadu 641687, India",641687,Tiruppur,Coimbatore,TAMIL NADU,-0.08362925877539708,0.09273776390048397,0
44,"SF No. 12/3,4,5 - 13/1 - 21/1 , Sasthiri Nagar, Erangattur, Mettupalayam, Sathyamangalam - Mettupalayam Main Rd, South Rangasamuthram, Sathyamangalam, Tamil Nadu 638402, India",638402,Sathyamangalam,Erode,TAMIL NADU,-0.026308780118122554,0.08778718808527025,0
47,"5R6W+2FJ, Kashayapadi, Kozhikode, Feroke, Kerala 673631, India",673631,Kozhikode,Kozhikode,KERALA,-0.07187826099861297,4.695357029556043e-05,0
48,"Mookkannoor Ezhattumugham Rd, Mookkannoor, Kerala 683577, India",683577,Aluva,Ernakulam,KERALA,-0.21391888074759216,0.03628380162784403,0
49,"X746+P3V, Jew Town Rd, Jew Town, Kappalandimukku, Mattancherry, Kochi, Kerala 682002, India",682002,Kochi,Ernakulam,KERALA,-0.25614113630356034,0.026054744348465164,0
50,"P838+CP5, Kottaram Jn. Rd, Kadakkarappally, Kerala 688529, India",688529,Cherthala,Alappuzha,KERALA,-0.29428413617280125,0.029569412685238005,0
51,"P.O, Kommady, Thumpoly, Alappuzha, Aryad South, Kerala 688008, India",688008,Ambalapuzha,Alappuzha,KERALA,-0.32204055058491565,0.03050098478937685,0
52,"Alappuzha, Kerala, India",682002,Kochi,Ernakulam,KERALA,-0.25614113630356034,0.026054744348465164,0
53,"Alappuzha, Kerala, India",688534,Cherthla,Alappuzha,KERALA,-0.2690744020321457,0.02923576043838081,0
54,"Puthoor, Kerala 691507, India",691507,Kottarakkara,Kollam,KERALA,-0.3943742445605489,0.05524061732636607,0
56,"SF.No:105,Valayankadu,P.Vadugapalayam Post, Palladam-Dharapuram Rd, Palladam, Tamil Nadu 641664, India",641664,Palladam,Coimbatore,TAMIL NADU,-0.1002607462152115,0.09096715147773823,0
58,"15, Valluvar St, Sivananda Colony, Tatabad, Coimbatore, Tamil Nadu 641012, India",641012,Coimbatore South,Coimbatore,TAMIL NADU,-0.09533447323160119,0.07082608911133238,0
59,"W8GX+FX8 Moopanpara, Valapattanam, Kerala 670011, India",670011,Kannur,Kannur,KERALA,0.039424163732846164,-0.030406078596054525,0
60,"Thudiyalur Rd, near Indian Oil Petrol Bunk, Saravanampatti, Coimbatore, Tamil Nadu 641006, India",641006,Coimbatore North,Coimbatore,TAMIL NADU,-0.08946757005052551,0.07310220405569533,0
61,"Edappally Raghavan Pillai Road, Junction, Perandoor, Elamakkara, Kochi, Kerala 682026, India",682026,Ernakulam,Ernakulam,KERALA,-0.24722556126617862,0.0282526518164066,0
62,"MLA Rd, Poochakkal, Cherthala, Panavally, Kerala 688526, India",688526,Cherthala,Alappuzha,KERALA,-0.2789984024489413,0.03227096888548785,0
63,"Anchuthengu, Kerala, India",686012,Kottayam,Kottayam,KERALA,-0.31794317304059694,0.04300024107956015,0
64,"2QHX+CR5, Thalavoor, Kerala 691560, India",691560,Kottarakara,Kollam,KERALA,-0.3942766987417406,0.05933497679211169,0
66,"VIP Nagar Pandian Nagar East Tiruppur, PN Rd, Mummoorthi Nagar, Tiruppur, Tamil Nadu 641602, India",641602,Tiruppur,Coimbatore,TAMIL NADU,-0.08014266626996422,0.09487462694016671,0
67,"Parambithara Rd, Panampilly Nagar, Kochi, Kerala 682036, India",682036,Ernakulam,Ernakulam,KERALA,-0.2557290508259916,0.028641943157637215,0
68,"No. 3, Athimarathottam, Sirupooluvapatti, Tiruppur, Tamil Nadu 641603, India",641603,Tiruppur,Coimbatore,TAMIL NADU,-0.0779661700573292,0.0947980283924137,0
69,"Garmenting Division Unit-IINO.932 Dharapuram RoadVattamalai, PO, A.P, Pudur, Kangeyam, Tamil Nadu 638701, India",638701,Kangayam,Erode,TAMIL NADU,-0.09710991894052268,0.10831787122256414,0
72,"Vengamedu, Poyampalayam, Chettipalayam, Tiruppur, Tamil Nadu 641602, India",641602,Tiruppur,Coimbatore,TAMIL NADU,-0.08014266626996422,0.09487462694016671,0
73,"V872+GG9, Keltron Rd, Aroor gram panchayat, Kochi, Kerala 688534, India",688534,Cherthla,Alappuzha,KERALA,-0.2690744020321457,0.02923576043838081,0
74,"22/1177, Aroor - Thoppumpady Rd, N.H. 47, Edakochi, Kochi, Kerala 682010, India",682010,Kochi,Ernakulam,KERALA,-0.26317099081225603,0.028363719284719216,0
75,"Arani, Tamil Nadu, India",682024,Ernakulam,Ernakulam,KERALA,-0.2468210517406997,0.029118876559649207,0
76,"4, Thiruthangal Rd, Thiruthangal, Sivakasi, Tamil Nadu 626123, India",626123,Sivakasi,Virudhunagar,TAMIL NADU,-0.33512951754595627,0.12307498984365507,0
77,"Thattaveli Palam, Velloor, Kerala 686605, India",686605,Vaikom,Kottayam,KERALA,-0.28053831512225264,0.03785213980807452,0
78,"S.F.no 56, Dhanas industrial complex Kasipalayam, Main Rd, Kallangadu, Nallur, Tiruppur, Tamil Nadu 641606, India",641606,Tiruppur,Coimbatore,TAMIL NADU,-0.08212370397089003,0.09840070014290796,0
80,"61-C, Saminathapuram 2nd street, Anupparpalayam, Velampalayam, Tiruppur, Tamil Nadu 641652, India",641652,Tiruppur,Coimbatore,TAMIL NADU,-0.07730412151106443,0.09302365013527163,0
81,"458X+7CV, Olavara - Payyanur Rd, Thrikaripur, Kerala 670307, India",670307,Taliparamba,Kannur,KERALA,0.07260248431404841,-0.03895987837625481,0
83,"8/823, Vigneshwara Nagar, Pooluvapatti, Tiruppur, Tamil Nadu 641603, India",641603,Tiruppur,Coimbatore,TAMIL NADU,-0.0779661700573292,0.0947980283924137,0
84,"Road, Aroor gram panchayat, Kochi, Kerala 688534, India",688534,Cherthla,Alappuzha,KERALA,-0.2690744020321457,0.02923576043838081,0
85,"Plot No. 39-B, CSEZ, Kakkanad, Kochi, Kakkanad, Kerala 682037, India",682037,Ernakulam,Ernakulam,KERALA,-0.25007273581230993,0.03153105642851377,0
86,"14, Mannar St, T. Nagar, Chennai, Tamil Nadu 600017, India",600017,Chennai,Chennai,TAMIL NADU,0.21041963963745744,0.2774766191938923,0
87,"48Q6+8WF, Velampalayam, Tiruppur, A.Thirumuruganpoondi, Tamil Nadu 641652, India",641652,Tiruppur,Coimbatore,TAMIL NADU,-0.07730412151106443,0.09302365013527163,0
88,"Mukkam - Thiruvambady Rd, Agastiamuzhi, Mukkam, Thondimmal, Kerala 673582, India",673582,Kozhikode,Kozhikode,KERALA,-0.043376984953511506,0.007515858852855696,0
89,"XIII/831, Vikas Rd, Karuvelipady, Thoppumpady, Kochi, Kerala 682005, India",682005,Kochi,Ernakulam,KERALA,-0.25871221382985365,0.026407141650799958,0
90,"3A, Mariamman Koil St, Panruti, Thorapadi, Tamil Nadu 607106, India",607106,Panruti,Cuddalore,TAMIL NADU,0.016493789390046313,0.23425927361781723,0
91,"14B,PUTHUTHOTTAM, SBI Colony, NARAYANASWAMY NAGAR, Gandhinagar, Velampalayam, Tiruppur, Tamil Nadu 641603, India",641603,Tiruppur,Coimbatore,TAMIL NADU,-0.0779661700573292,0.0947980283924137,0
92,"10/588E, Acc house mullai nagar Extn, Ganapathipalayam Rd, Chinnakarai, Tiruppur, Tamil Nadu 641605, India",641605,Kangayam,Erode,TAMIL NADU,-0.08019659230891528,0.09435305136593018,0
96,"Industrial development plot, Punnapra North, Alappuzha, Kerala 688003, India",688003,Ambalapuzha,Alappuzha,KERALA,-0.33003957025653347,0.03137628056448957,0
97,"V2P6+G5W, Thalapatti, Tamil Nadu 639003, India",639003,Karur,Karur,TAMIL NADU,-0.10796257293212261,0.13887145594492306,0
98,"Atlas House Kunnathurmedu, Menna Nagar Colony, Kalmandapam, Palakkad, Kerala 678013, India",678013,Palakkad,Palakkad,KERALA,-0.13370852141074396,0.05194618223044272,0
99,"2nd Street, No. 34-A, PN Rd, Kamaraj Nagar, Tiruppur, Tamil Nadu 641602, India",641602,Tiruppur,Coimbatore,TAMIL NADU,-0.08014266626996422,0.09487462694016671,0
100,"WGJW+H82, Neendakara - Chinnakkada Rd, Sakthikulangara North, Kollam, Kerala 691581, India",691581,Kollam,Kollam,KERALA,-0.41175142223292144,0.044546262698131896,0
101,"T2,Bharat city arcade, Vathukara St, Annamalai Nagar, Woraiyur, Tiruchirappalli, Tamil Nadu 620003, India",620003,Tiruchirappalli,Tiruchirappalli,TAMIL NADU,-0.12882802614295175,0.17949801599990697,0
102,"2M96+9MP, Moonnumukku - Uppoodu Road, Mathilakom, Kizhakkekallada, Kerala 691502, India",691502,Kollam,Kollam,KERALA,-0.3996286241105183,0.05144671079927484,0
103,"Velichappat, 3/217 B, Poickattussery, Chengamanad PO Ernakulam District Nedumbassery kurumaseri Road 589P+397, Aluva - Mala Rd, Kerala 683578, Aluva, Kerala 683585, India",683578,Paravur,Ernakulam,KERALA,-0.22620814928591063,0.029409509254853222,0
104,"126, Nelson Manickam Rd, Collectorate Colony, Aminjikarai, Chennai, Tamil Nadu 600094, India",600094,Chennai,Chennai,TAMIL NADU,0.21353873072966376,0.2768034175791878,0
105,"IX/45-N INDUSTRIAL DEVELOPMENT PLOT, Poovanthuruthu, Kerala 686012, India",686012,Kottayam,Kottayam,KERALA,-0.31794317304059694,0.04300024107956015,0
106,"5V2R+RX3, Kakkanchery, Chelambra, Kerala 673636, India",673636,Tirurangadi,Malappuram,KERALA,-0.08054123324055319,0.003186181200950566,0
107,"Pathirappally Omanappuzha Road, Pattukalam, Alappuzha, Kerala 688522, India",688522,Ambalapuzha,Alappuzha,KERALA,-0.31437420331411725,0.030342363854114252,0
109,"3B, Kamban Street, 1st St N, Ramakrishnapuram, Saravanampatti, Siranandha Puram, Coimbatore, Tamil Nadu 641035, India",641035,Coimbatore North,Coimbatore,TAMIL NADU,-0.08708029447642296,0.07318055170947706,0
111,"Plot No. C-77-A2, C-77B1, Sipcot Industrial Comlex, Madathur, Udumalapetai, Madathur, Thoothukudi, Tamil Nadu 628008, India",628008,Thoothukkudi,Tuticorin,TAMIL NADU,-0.41579810638072695,0.1436202034987684,0
113,"Thoppumpady, W7M8+59J, Thoppumpady, Kochi, Kerala 682005, India",682005,Kochi,Ernakulam,KERALA,-0.25871221382985365,0.026407141650799958,0
114,"V798+RQR, puthenthode, Kannamaly, Kochi, Kerala 682008, India",682008,Kochi,Ernakulam,KERALA,-0.26939676173327376,0.026808933936929142,0
115,"5, Angeripalayam Main Road, Jeeva Colony, Gandhi Nagar (PO), SBI Colony, Gandhinagar, Velampalayam, Titupur, Tiruppur, Tamil Nadu 641603, India",641603,Tiruppur,Coimbatore,TAMIL NADU,-0.0779661700573292,0.0947980283924137,0
116,"D-47&48, Municipal Shopping Complex, AM Rd, Perumbavoor, Kerala 683542, India",683542,Kunnathunad,Ernakulam,KERALA,-0.2322963536884288,0.04020674823769617,0
117,"1/93, Mylampatti Post, near, Chinnampalayam, Coimbatore, Mylampatti, Tamil Nadu 641062, India",641062,Coimbatore South,Coimbatore,TAMIL NADU,-0.08889537027391503,0.07787555705977878,0
118,"2XHP+FRH, Avarampalayam, Illango Nagar, Coimbatore, Tamil Nadu 641006, India",641006,Coimbatore North,Coimbatore,TAMIL NADU,-0.08946757005052551,0.07310220405569533,0
119,"Room no.477-C, Gandhinagar West Kechery, Thalakottukara ,India.pin-680501, Kechery, Thalakottukara, Kerala 680501, India",680501,Talappilly,Thrissur,KERALA,-0.15440201078800073,0.01763117112967959,0
121,"29Q2+WHJ, Edappally - Pukkattupady Rd, Kollamkudimugal, Kangarappady, Kochi, Kerala 682021, India",682021,Ernakulam,Ernakulam,KERALA,-0.24525650410589223,0.03118870365286268,0
123,"2947+MW7, Infopark Campus, Infopark, Kakkanad, Kerala 682030, India",682030,Ernakulam,Ernakulam,KERALA,5.970555054842549,3.6117973957161227,1
124,"Amarjothi Gardens, Railway Feeder Road, 485V+46W, Railway Feeder Road, Kannipiran Colony, Valipalayam, Tiruppur, Tamil Nadu 641601, India",641601,Avanashi,Coimbatore,TAMIL NADU,-0.08393361719730406,0.09076472216728873,0
126,"Pallichal Rd, Valummel, Kochi, Kerala 682005, India",682005,Kochi,Ernakulam,KERALA,-0.25871221382985365,0.026407141650799958,0
128,"pariyur amman nagar, Nochipalayam, Tiruppur, Tamil Nadu 641605, India",641605,Kangayam,Erode,TAMIL NADU,-0.08019659230891528,0.09435305136593018,0
132,"Thiruvegappura, Pattambi, Thiruvegappura, Kerala 679304, India",679304,Ottappalam,Palakkad,KERALA,-0.11740269202132797,0.017752547085050967,0
133,"Ambalathinkara, Kerala 671531, India",671531,Hosdurg,Kasargod,KERALA,0.10653656843187831,-0.044035362065068216,0
134,"Mavady Post, Enathu Puthoor Rd, Kerala 691507, India",691507,Kottarakkara,Kollam,KERALA,-0.3943742445605489,0.05524061732636607,0
136,"Glenmary Estate, Peerumade (PO), HXGG+78G, Peermade, Idukki, Kuttikkanam, Kerala 685531, India",685531,Peerumade,Idukki,KERALA,-0.31374939153460923,0.07303667442261633,0
138,"Kollam Kerala, Kerala 691507, India",691507,Kottarakkara,Kollam,KERALA,-0.3943742445605489,0.05524061732636607,0
140,"55, GNG St, Varadaraja Puram, Ambattur, Chennai, Tamil Nadu 600053, India",600053,Ambattur,Tiruvallur,TAMIL NADU,0.22145747840689992,0.2723773175183806,0
141,"No. 40, 5th Cross, Bharathi Park Rd, Periyar Nagar, Anna Nagar, Coimbatore, Tamil Nadu 641043, India",641043,Coimbatore North,Coimbatore,TAMIL NADU,-0.09453927792719191,0.06986565187723873,0
142,"9HR7+5RM, Thiruvalla, Kerala 689101, India",689101,Tiruvalla,Pathanamthitta,KERALA,-0.34152461661864125,0.045998917806522065,0
144,"Oottara, Kollengode, JPH2+7X8, Panangattiri, Kerala 678504, India",678504,Chittur,Palakkad,KERALA,-0.15290843562519482,0.05391022114241671,0
145,"20, Kongu Main Rd, SNVS Layout, Muthu Nagar, Renganatha Puram, Tiruppur, Tamil Nadu 641607, India",641607,Tirupur,Coimbatore,TAMIL NADU,-0.08008612570753879,0.09593310959954607,0
148,"57PJ+26C, SH19, Kaikattipudhur, Avinashi, Tamil Nadu 641654, India",641654,,Coimbatore,TAMIL NADU,-0.07211273658542343,0.08790698463255031,0
151,"Sengeni Ammal St, Panruti, Tamil Nadu 607106, India",607106,Panruti,Cuddalore,TAMIL NADU,0.016493789390046313,0.23425927361781723,0
152,"EEC Market, Market P.O, Vazhappily, Muvattupuzha, Kerala 686673, India",686673,Muvattupuzha,Ernakulam,KERALA,-0.25182026033814353,0.04670736603110465,0
153,"HMD BUILDING, 18/1640, Karicode, Koikkal, Kollam, Kerala 691004, India",691004,Kollam,Kollam,KERALA,-0.41541031842855414,0.04929553614511695,0
154,"48/2510D4, 2nd Floor, Blastline Corporate Chamber,Pottakuzhi Elamakkakara (PO, Perandoor Rd, Mamangalam, Kaloor, Ernakulam, Kochi, Kerala 682026, India",682026,Ernakulam,Ernakulam,KERALA,-0.24722556126617862,0.0282526518164066,0
155,"682 F, Mundur, Thrissur, Kerala 680541, India",680541,Thrissur,Thrissur,KERALA,-0.6750969324402089,-9.39344608778133,2
156,"1058, Munusamy Salai, KK Nagar West, K. K. Nagar, Chennai, Tamil Nadu 600078, India",600078,Chennai City Corporation,Chennai,TAMIL NADU,0.21006239841378974,0.2752673589925324,0
157,"SIDCO, Tamil Nadu 641606, India",641606,Tiruppur,Coimbatore,TAMIL NADU,-0.08212370397089003,0.09840070014290796,0
159,"14/486, East, Pandikudy, Chullickal, Kochi, Kerala 682001, India",682001,Kochi,Ernakulam,KERALA,-0.2554273329516263,0.02538177500566223,0
160,"48FH+P3M, Asher Nagar 60 Feet Rd, Valayankadu South, Tiruppur, Tamil Nadu 641603, India",641603,Tiruppur,Coimbatore,TAMIL NADU,-0.0779661700573292,0.0947980283924137,0
161,"lakshmi, Ganesh Nagar 3rd St, Lakshmi Nagar, Koundampalayam, Coimbatore, Tamil Nadu 641030, India",641030,Coimbatore North,Coimbatore,TAMIL NADU,-0.09266350491701184,0.06984812873369424,0
162,"47/1, Periyar St, Erode, Tamil Nadu 638003, India",638003,Erode,Erode,TAMIL NADU,-0.04579418657045125,0.11926399705895435,0
163,"J9C6+WCC, Kayippuram, Muhamma, Kerala 688525, India",688525,Cherthala,Alappuzha,KERALA,-0.3072381939469009,0.03267525151209178,0
164,"P9V4+QVH, Pallipuram, Kerala 688541, India",688541,Cherthala,Alappuzha,KERALA,-0.2886268062747816,0.032870670044857116,0
165,"56, S Car St, Teppam South Bazar, Anna Nagar, Virudhunagar, Tamil Nadu 626001, India",626001,Virudhunagar,Virudhunagar,TAMIL NADU,-0.3115863321809122,0.1337896113476792,0
167,"330/1, Sri Gokula Krishna Nagar Tkt Mills, Palladam Road, Tiruppur - Palladam Rd, AB Nagar, Tiruppur, Tamil Nadu 641605, India",641605,Kangayam,Erode,TAMIL NADU,-0.08019659230891528,0.09435305136593018,0
171,"XI /799, VIJAYAPURAM, Vadavathoor, Kottayam, Kerala 686010, India",686010,Kottayam,Kottayam,KERALA,-0.31157480494191203,0.045664872862616626,0
172,"42, Karumarampalayam Rd, Karumarpalayam, Mannarai, Tiruppur, Tamil Nadu 641607, India",641607,Tirupur,Coimbatore,TAMIL NADU,-0.08008612570753879,0.09593310959954607,0
175,"28/4, Millers Rd, Kilpauk, Chennai, Tamil Nadu 600010, India",600010,Perambur Purasawalkam,Chennai,TAMIL NADU,0.2162359077322548,0.277673504752904,0
176,"3/176, SS no - 419/5D, Maniyavi Thottam West Arasur, SulurTaluk, Amman Nagar, Coimbatore, Tamil Nadu 641407, India",641407,Palladam,Coimbatore,TAMIL NADU,-0.08683811758877541,0.08202655995289834,0
177,"103, Street, Kozhipannai, Andipalayam, Tiruppur, Tamil Nadu 641687, India",641687,Tiruppur,Coimbatore,TAMIL NADU,-0.08362925877539708,0.09273776390048397,0
179,"V9FW+8MW, Elayavoor, Kerala 670005, India",670005,Kannur,Kannur,KERALA,0.035476781627924114,-0.02845269530162535,0
180,"Manuelsons, Complex, GH Rd, Mananchira, Kozhikode, Kerala 673001, India",673001,Kozhikode,Kozhikode,KERALA,-0.06051774801487859,-0.0038197113639194683,0
181,"G65M+4WR, Caico Rd, Maveli Nagar, Unity Nagar, Kuriachira, Thrissur, Kerala 680006, India",680006,,Thrissur,KERALA,-0.6855548633083653,-9.409380482352349,2
182,"5C6J+J64, Kavandampalayam, Tamil Nadu 638752, India",638752,Erode,Erode,TAMIL NADU,-0.07564001512523506,0.1007564283614068,0
184,"1,Bridgeway Colony, Extention North, Bridge Way Colony Extension, Tiruppur, Tamil Nadu 641607, India",641607,Tirupur,Coimbatore,TAMIL NADU,-0.08008612570753879,0.09593310959954607,0
187,"P.B. No.2, Koovappady P.O, Akanad, Kerala 683544, India",683544,Kunnathunad,Ernakulam,KERALA,-0.22447293381954092,0.04208052471655556,0
188,"Coir park 1 Thiruvizha North Road, Post, Mayithara, Cherthala South, Kerala 688539, India",688539,Cherthala,Alappuzha,KERALA,-0.300444571128542,0.031561943775552485,0
189,"Broadway, Church St, Marine Drive, Ernakulam, Kochi, Kerala 682031, India",682031,Ernakulam,Ernakulam,KERALA,-0.2501424736501998,0.027359932141625777,0
190,"No.11, M. R. Nagar, Dharapuram Main Rd, MR Nagar, K N P Colony, Tiruppur, Tamil Nadu 641604, India",641604,Tiruppur,Coimbatore,TAMIL NADU,-0.0839111833056176,0.09527016921397699,0
192,"Ponpuzha, Ithithanam Post, Changanacherry Near Saintgits college, Pathamuttom, Kottayam, Ithithanam, Kerala 686535, India",686535,Changanassery,Kottayam,KERALA,-0.32837098630509526,0.04323934760371749,0
193,"582M+VXG, Vengamedu, Mangulam, Tiruppur, Tamil Nadu 641603, India",641603,Tiruppur,Coimbatore,TAMIL NADU,-0.0779661700573292,0.0947980283924137,0
194,"Naruvamoodu, Pallichal, Kerala 695507, India",695507,Neyyattinkara,Thiruvananthapuram,KERALA,-0.48281209439057243,0.07676365100909174,0
195,"2PCC+JGV, Thevalapuram, Neduvathoor, Kerala 691507, India",691507,Kottarakkara,Kollam,KERALA,-0.3943742445605489,0.05524061732636607,0
197,"AS Road, J84M+GF5, Kanjikuzhy, Shertallay, Kerala 688524, India",688524,Cherthala,Alappuzha,KERALA,-0.2966915384962999,0.031033713294672704,0
198,"WGPV+RXG, Neendakara, Kollam, Kerala 691582, India",691582,Karunagapally,Kollam,KERALA,-0.4088317372375612,0.044076131955812066,0
200,"396M+769, Tiruppur, Tamil Nadu 641605, India",641605,Kangayam,Erode,TAMIL NADU,-0.08019659230891528,0.09435305136593018,0
204,"Chemmeens Junction,Karuvekipady, Kochi-682005, Karuvelipady, Kazhuthumuttu, Thoppumpady, Kochi, Kerala 682005, India",682005,Kochi,Ernakulam,KERALA,-0.25871221382985365,0.026407141650799958,0
205,"81, 2nd Street, New Ramakrishna Puram Mordan Bakery Street, Muthu Nagar, Renganatha Puram, Tiruppur, Tamil Nadu 641607, India",641607,Tirupur,Coimbatore,TAMIL NADU,-0.08008612570753879,0.09593310959954607,0
208,"V8C7+3QX Cherukattu Industries, Aroor gram panchayat, Kochi, Kerala 688534, India",688534,Cherthla,Alappuzha,KERALA,-0.2690744020321457,0.02923576043838081,0
209,"X6CJ+F69, Shanti Nagar, Perintalmanna, Kerala 679322, India",679322,Perinthalmanna,Malappuram,KERALA,-0.10179426437914596,0.024445763936888437,0
211,"Pitchampalayam Pudur, Tiruppur, Tamil Nadu 641603, India",641603,Tiruppur,Coimbatore,TAMIL NADU,-0.0779661700573292,0.0947980283924137,0
212,"SR Nagar, Periyandipalayam, Tiruppur, Tamil Nadu 641687, India",641687,Tiruppur,Coimbatore,TAMIL NADU,-0.08362925877539708,0.09273776390048397,0
214,"16B, CSEZ, Kakkanad, Kerala 682037, India",682037,Ernakulam,Ernakulam,KERALA,-0.25007273581230993,0.03153105642851377,0
215,"Plot. No.41, 37, CSEZ, Kakkanad, Kochi, Kakkanad, Kerala 682037, India",682037,Ernakulam,Ernakulam,KERALA,-0.25007273581230993,0.03153105642851377,0
216,"IV/833, MSP, Valavanad, Pollethai, Alappuzha, Kerala 688522, India",688522,Ambalapuzha,Alappuzha,KERALA,-0.31437420331411725,0.030342363854114252,0
218,"No. 566, Swaminathapuram Village, Vadavalli, Panchayat, Taluk, Annur, Tamil Nadu 641697, India",641697,Mettupalayam,Coimbatore,TAMIL NADU,-0.05921841763049815,0.07543292952553673,0
