Name,Distance from Cochin port,Distance from NW3 closest terminal,Name of the closest terminal
KERALA STATE CO-OPERATIVE FEDERATION FOR FISHERIES,30.449717495980156,7.313850201401928,Thannermukkom
KERALA IMPEX,30.449717495980156,7.313850201401928,Thannermukkom
KERAL DHARA,30.449717495980156,7.313850201401928,Thannermukkom
KERALA BALERS LTD.,48.58089746161008,3.0292853099796395,Alappuzha
HANDICRAFTS DEVE. CORPN. OF KERALA LTD.,10.164889466483157,7.275384319673425,Maradu
KERAL DINESH BEEDI WORKERS,10.164889466483157,7.275384319673425,Maradu
KERALA AGRO MACHINERY CORPN. LTD.,10.164889466483157,7.275384319673425,Maradu
KERALA CARDAMOM PROCESSING & MKTG.CO.LTD,10.164889466483157,7.275384319673425,Maradu
KERALA CERAMICS LTD.,10.164889466483157,7.275384319673425,Maradu
KERALA DINESH BEEDI WORKERS,10.164889466483157,7.275384319673425,Maradu
KERALA HOME FOOD STUFF EXPORT,10.164889466483157,7.275384319673425,Maradu
KERALA MINERALS & METALS LTD.,10.164889466483157,7.275384319673425,Maradu
KERALA RUBBER & RECLAIMS LTD.,10.164889466483157,7.275384319673425,Maradu
KERALA STATE CASHEW WORKERS APEX INDSTL.,10.164889466483157,7.275384319673425,Maradu
KERALA STATE CO-OP.RUBBER MKT.FED.LTD.,10.164889466483157,7.275384319673425,Maradu
KERALA VILLAGE CRAFTS,10.164889466483157,7.275384319673425,Maradu
MORE COMPUTERS(KERALA)P.LTD.,10.164889466483157,7.275384319673425,Maradu
RAM BAHADUR THAKUR KERALA P. LTD.,10.164889466483157,7.275384319673425,Maradu
TUSCANY KERALA GARMENTS P.LTD.,10.164889466483157,7.275384319673425,Maradu
KERALA ELECTRICAL&ALLIED ENGG.CO.LTD.,10.164889466483157,7.275384319673425,Maradu
KERALA HANDICRATS,10.164889466483157,7.275384319673425,Maradu
KERALA KERAKARSHAKA FEDERATION LTD.,10.164889466483157,7.275384319673425,Maradu
KERALA CONSTRUCTION SPECIALITIES,10.164889466483157,7.275384319673425,Maradu
KERALA STATE ELECTRONIC DEV. CORPN. LTD.,10.164889466483157,7.275384319673425,Maradu
KERALA PLANTATIONS,10.164889466483157,7.275384319673425,Maradu
KERALA STATE INDSTL.ENTERPRISES,10.164889466483157,7.275384319673425,Maradu
KERALA SANGHEETHA NATAK ACCADEMY,10.164889466483157,7.275384319673425,Maradu
KERALA SEA FOODS,10.164889466483157,7.275384319673425,Maradu
REGIONAL AGRO INDSTL.DEVELOPMENT CO.OP.OF KERALA L,10.164889466483157,7.275384319673425,Maradu
KERALA EXPORTS,10.164889466483157,7.275384319673425,Maradu
KERALA STATE CO-OPERATIVE FEDERATION FOR FISHERIES,10.164889466483157,7.275384319673425,Maradu
KERALA IMPEX,10.164889466483157,7.275384319673425,Maradu
KERAL DHARA,10.164889466483157,7.275384319673425,Maradu
KERALA NUT FOOD CO.,123.76446933418563,1.8782963003305788,Kollam
KERALA STATE COIR CORPN.LTD.,51.439441896362936,0.7605570812753425,Alappuzha
KERALA SURGICAL EQUIPMENTS CO.,9.846205942859326,0.9943784714623326,CEPZ (Kakkanadu)
KINGS MARINE PRODUCTS,122.4580028122313,1.1672062213894787,Kollam
KOCHI KICHEN EXPORTS,4.413807905523844,4.842354376793913,Bolgatty Island (CoPT land-on lease)
KODANDARAM ROLLER FLOUR MILLS PVT,27.6611068702931,8.716374675897896,Aluva
KOHINOOR FLOORS P.LTD.,6.320216249217071,1.0337634212546833,Maradu
KOTTACKAL AGRO FOODS,34.7019257277326,15.741849250826231,Aluva
KOTTACKAL SURGICALS,118.55263838602471,89.94518102705898,Kottapuram
KOTTAKKAL AYUR THERAPIES P.LTD.,10.164889466483157,7.275384319673425,Maradu
KOTTACKAL AYURVEDIC TRADING COMPANY,10.164889466483157,7.275384319673425,Maradu
KOTTAKAL EXPORTS,10.164889466483157,7.275384319673425,Maradu
KOZHIKODENS AGRO FOODS AND EXPORTERS,6006.946290867941,5987.850519558772,Kottapuram
KUMAR CASHEW EXPORTS,127.5977382255518,38.325903902785164,Kollam
KURUWA ENTERPRISES,2.28667608697253,2.4023017357027223,Bolgatty Island (CoPT land-on lease)
KUTHIATHODE COIR MATS&MATTING CO-OP.SOCIETY LTD.,10.164889466483157,7.275384319673425,Maradu
KUTTANADU COIR&RUBBER PRODUCTS,10.164889466483157,7.275384319673425,Maradu
KUTTUKARAN TRADING VENTURES,6.221889916603116,3.9845729721872343,CEPZ (Kakkanadu)
LAMIT CERAMICS,133.72808017555099,105.66378460545131,Kottapuram
LAWRENCE HANDICRAFTS,1.8728198472083997,0.7626300729550536,Willingdon Island (CoPT land-on lease)
LEETHA INDUSTRIES,12.256869052234148,5.624411567178295,CEPZ (Kakkanadu)
LORDS EXPORTS,30.449717495980156,7.313850201401928,Thannermukkom
LULU INTERNATIONAL SHOPPING MALL,7.614609412985681,4.413024439507884,CEPZ (Kakkanadu)
M.S.TECH ENGINEERING INDUSTRIES,26.20280101114799,13.292469599075574,Aluva
M.V. JOSEPH & SONS,28.846826689108827,9.984402630181647,Aluva
M.V.J. FOODS (INDIA) P. LTD.,2.6332389470466806,3.1359132290227825,Bolgatty Island (CoPT land-on lease)
MAHAVISHNU CASHEW FACTORY,117.92410075138682,15.858680688695548,Kollam
MAK PLYWOOD INDUSTRIES PVT LTD,30.449717495980156,7.313850201401928,Thannermukkom
MALAYA RUB-TECH INDUSTRIES,14.873906230580245,5.899756641054357,Aluva
MALAYALAM EXPORTS,25.089450435291134,6.780668009038842,Aluva
MALIYAKKAL HANDICRAFTS,134.95742094988069,108.29671829091767,Kottapuram
MAMPILLY PLYWOOD INDUSTRIES,22.891097512519952,8.483888034435854,Aluva
MARJAN EXPORTS,112.96675345333132,85.49100540582478,Kottapuram
MAROTTIKKAL COIR WORKS,18.9736699494072,7.781984935702736,Vaikkom
MATHEWSONS FOOD SPECIALITIES(P)LTD.,28.687487335267424,20.36214697424464,CEPZ (Kakkanadu)
MATS N MORE,42.98306787885171,8.399668593762177,Alappuzha
MAYITHARA HOME DECOR P.LTD.,1.8728198472083997,0.7626300729550536,Willingdon Island (CoPT land-on lease)
MEMADATHIL EXPORTERS ,46.69056882226118,38.55923982488383,CEPZ (Kakkanadu)
META CLASSICS FIBRES,30.449717495980156,7.313850201401928,Thannermukkom
METAL LAND INDUSTRIES,22.060229067643693,14.325435830306551,CEPZ (Kakkanadu)
METRO PACKAGING,28.687487335267424,20.36214697424464,CEPZ (Kakkanadu)
MEZHUKATTIL MILLS,20.05241366162006,4.93075739268789,Aluva
MIDAS TREADS (INDIA)P.LTD.,64.71603701374603,37.1978596798541,Thannermukkom
MOBIL AB GLUE WORLD,2.725397561065659,2.708424515677238,Bolgatty Island (CoPT land-on lease)
MONARCH AGENCIES,3.9346083328527053,3.769313132097833,Bolgatty Island (CoPT land-on lease)
MOUNT SAHIYA,56.194902981475465,22.810787894664177,Alappuzha
MRT ORGANIC GREEN PRUDCTS,18.265983302885743,1.5443212892369902,Aluva
N.C. JOHN & SONS LTD.,47.154260912863435,4.23530521609481,Alappuzha
N.S.CASHEWS,122.72470742680734,1.4783296265113484,Kollam
NAMBIYATTUKUDY AGRO INDUSTRIES,34.75932308814593,17.969953602814126,Aluva
NAMBIYATTUKUDY MODERN RICE MILL,34.75932308814593,17.969953602814126,Aluva
NARENDARAN POLYMERS,134.5690441720778,15.285037851373714,Kollam
NARENDRAN RUBBERS,120.5893137985279,5.259617831751718,Kollam
NATIONAL COIR MILLS,51.439441896362936,0.7605570812753425,Alappuzha
NAVAB P.A.,2.725397561065659,2.708424515677238,Bolgatty Island (CoPT land-on lease)
NAVAMI EXPORTS,122.72470742680734,1.4783296265113484,Kollam
NAVEEN EXIM TRADE ASSOCIATES,4.413807905523844,4.842354376793913,Bolgatty Island (CoPT land-on lease)
NEDSPICE PROCESSING INDIA PVT LTD,1.8728198472083997,0.7626300729550536,Willingdon Island (CoPT land-on lease)
NEW CASTLE GALLERY,1.8728198472083997,0.7626300729550536,Willingdon Island (CoPT land-on lease)
NIKASU FROZEN FOODS INTERNATIONAL,6864.1067513324315,6845.298804186587,Aluva
NILAMEL EXPORTS,7.614609412985681,4.413024439507884,CEPZ (Kakkanadu)
NOCHUMANNIL RUBBER INDUSTRIES,59.44909954907924,25.248831658918526,Alappuzha
OCEAN WEALTH EXPORTS,15.477070691929644,12.689174341171066,Vaikkom
ORIENT SPICE COMPANY,52.966995911432996,20.907228122122945,Alappuzha
ORIENTAL ANTIQURITE TAPISH,1.8728198472083997,0.7626300729550536,Willingdon Island (CoPT land-on lease)
OVERSEAS TIMBERS,10.606961510068723,2.0403433720475737,CEPZ (Kakkanadu)
P.K.GOVINDAN CO.,49.83736831117566,1.8820905129966898,Alappuzha
PALM FIBRE(INDIA)P.LTD.,47.154260912863435,4.23530521609481,Alappuzha
PANDIKKAD TRADERS,127.18179351899332,99.62454439674616,Kottapuram
PANNIANKARA OIL MILLS,5978.870797531105,5959.672531074823,Kottapuram
PARACKAL AGRO MILLS,26.624817460364024,8.988133994269063,Aluva
PARAVOOR ENGINEERS,20.04267743950971,8.769941389581442,Kottapuram
PARAYIL EXPORTS,59.97304600843488,39.56092591958919,Thannermukkom
PARAYIL FOOD PRODUCTS P.LTD.,10.164889466483157,7.275384319673425,Maradu
PENTA MAS SERVICES LLP,11.130759478505016,5.969976679484611,Maradu
PEPPER INDIA CORPORATION,51.000095569712094,20.397004287740206,Thannermukkom
PLANTRICH AGRI TECH P.LTD.,52.8708292816474,23.44319357065687,Thannermukkom
POBJI EMPORIUM,42.98306787885171,8.399668593762177,Alappuzha
PONNU FOOD PRODUCTS,123.76446933418563,1.8782963003305788,Kollam
POOPPALLY COIR MILLS,48.58089746161008,3.0292853099796395,Alappuzha
POYILAKADA FISHERIES,123.76446933418563,1.8782963003305788,Kollam
POYILAKADA FISHERIES ,123.76446933418563,1.8782963003305788,Kollam
PRASAN SOLUTIONS (INDIA)P.LTD.,13.293640542467587,5.138630252618566,CEPZ (Kakkanadu)
PREMIER EXPORTS INTERNATIONAL,12.535833754800883,8.866591383178383,Maradu
PREMIER INNOVATIVE FOODS,25.79028267882384,3.832219302065872,Vaikkom
PREMIER MARINE ENTERPRISES,15.477070691929644,12.689174341171066,Vaikkom
PREMIER MARINE FOODS,12.535833754800883,8.866591383178383,Maradu
PROFAND VAYALAT MARINE EXPORTS,4.413807905523844,4.842354376793913,Bolgatty Island (CoPT land-on lease)
PYARY PRODUCTS,6.320216249217071,1.0337634212546833,Maradu
RABITHA EXPORTS,1.8728198472083997,0.7626300729550536,Willingdon Island (CoPT land-on lease)
RAJ EXIM,30.449717495980156,7.313850201401928,Thannermukkom
RAM COIR MILLS,30.449717495980156,7.313850201401928,Thannermukkom
RAMLA MATCH WORKS,28.60260876171794,13.514249613837453,Aluva
RELISH CUSTOM FOOD,61.45281469992794,3.480696318812603,Thrikunnappuzha
ROOSTER TRADERS,20.05241366162006,4.93075739268789,Aluva
ROYAL FOOD EXPORTERS,123.76446933418563,1.8782963003305788,Kollam
ROYAL MARINE EXPORTS,12.535833754800883,8.866591383178383,Maradu
RUBEK BALLOONS P.LTD.,26.20280101114799,13.292469599075574,Aluva
RURAL COIR INDUSTRIES,38.61956142343948,9.974637163803532,Thannermukkom
S.H.MARINE EXIM,5.592898217341665,4.0147920224662865,Maradu
S.L.S.EXPORTS P.LTD.,5.592898217341665,4.0147920224662865,Maradu
S.P.V.DESIGNS,48.58089746161008,3.0292853099796395,Alappuzha
S.S.METALS,4.350067431434046,4.397332123616134,Bolgatty Island (CoPT land-on lease)
SAFAR RUBBERS,140.3966576427849,111.74238425136691,Kottapuram
SAFERA FOOD INTERNATIONAL,9.738940173861415,9.236546784549544,Maradu
SAIDA TRADING COMPANY,122.49739064306115,3.415874039085831,Kollam
SAIT EXIM CO.,1.8728198472083997,0.7626300729550536,Willingdon Island (CoPT land-on lease)
SALFA CHEMICALS,14.873906230580245,5.899756641054357,Aluva
SAMRAT MIDDLE EAST EXPORTS P. LTD.,2.28667608697253,2.4023017357027223,Bolgatty Island (CoPT land-on lease)
SAMUDRA SHIPYARD P.LTD.,10.164889466483157,7.275384319673425,Maradu
SAN MARINE EXPORTS,117.79899909193574,8.35592104271684,Kollam
SANTHIGIRI ASHRAM,44.595365773087174,17.94474438380167,Thannermukkom
DEVON FOODS LTD.,44.595365773087174,17.94474438380167,Thannermukkom
SANTHIGIRI KOOTTUKUDUMB COIR,44.595365773087174,17.94474438380167,Thannermukkom
SARASWATHI METAL WORKS,2.28667608697253,2.4023017357027223,Bolgatty Island (CoPT land-on lease)
SARK SPICE PRODUCTS P. LTD.,56.88791247330131,18.39115983404432,Alappuzha
SEASON COIR EXPORTS,81.38867655423664,8.051457606281232,Kayamkulam (Ayiramthengu)
SEPACK INDIA PVT LTD,19.277812246690797,9.824377363936204,CEPZ (Kakkanadu)
SHARAFIYA TRADING,135.988710846191,108.54326908090965,Kottapuram
SHARON INSUL INDIA LTD.,10.606961510068723,2.0403433720475737,CEPZ (Kakkanadu)
SHERATONE ANTIQARTS,1.8728198472083997,0.7626300729550536,Willingdon Island (CoPT land-on lease)
SHERTALLAI COIR MATS & MATTING CO.,7.614609412985681,4.413024439507884,CEPZ (Kakkanadu)
SILVER STAR SEAFOODS LTD.,12.535833754800883,8.866591383178383,Maradu
SIPCO CURIO,1.8728198472083997,0.7626300729550536,Willingdon Island (CoPT land-on lease)
SMARTO PRODUCTS,2.5569467425265584,2.946796344206017,Maradu
SONA EXPORTERS,89.01415527569523,60.36739639798017,Kottapuram
SOUPARNIKA EXPORT ENTERPRISES,124.93477547919494,5.1158404695023405,Kollam
SOUTH KERALA CASHEW EXPORTERS,122.07448665486567,2.101441548660276,Kollam
SOUTHERN CARBON AND CHEMICALS,4.751358837354962,4.737881296566685,Bolgatty Island (CoPT land-on lease)
SOUTHERN CASHEW EXPORTERS,122.72470742680734,1.4783296265113484,Kollam
SOUTHERN COIR MILLS,36.31439860271121,11.90553527379211,Thannermukkom
SPECTRA ORGANICS,3.0809491753292595,0.8881516482863032,Willingdon Island (CoPT land-on lease)
SREE SAKTHI PAPER MILLS,1.9633711877004516,2.327506503132738,Bolgatty Island (CoPT land-on lease)
SREE SANKARA AYURVEDA VAIDYASALA,64.45547780874402,22.585354902055276,Alappuzha
ST.GEORGE FOODS,112.3175982787556,20.0206710689676,Kollam
ST.GREGORIOS CASHEW INDUSTRIES,112.3175982787556,20.0206710689676,Kollam
ST.MARY'S CASHEW FACTORY,112.3175982787556,20.0206710689676,Kollam
ST.MARYS RUBBERS P.LTD.,133.08398943480552,43.112946085840115,Kollam
ST.MIKHAEL CASHEW EXPORTS,123.69408249738915,11.219639376876987,Kollam
SUITMAN GARMENTS,12.838803337420343,3.746447462049149,CEPZ (Kakkanadu)
SUNRICE TRADERS,3.7467197483977697,1.8454947804515907,Maradu
SUPERIOR MAT HOUSE,32.293436716729,14.0625687659546,Aluva
SYDA POLYLAMINATES,4.751358837354962,4.737881296566685,Bolgatty Island (CoPT land-on lease)
T.G.POLYMERS&COMPANY,38.61956142343948,9.974637163803532,Thannermukkom
T.J.P. RUBBER INDUSTRIES,52.966995911432996,20.907228122122945,Alappuzha
TPJ RUBBER INDUSTRIES,52.966995911432996,20.907228122122945,Alappuzha
T.J.P.EXPORTS,52.966995911432996,20.907228122122945,Alappuzha
T.V.J MARKETING,5.050700395719161,3.7150089794644336,Maradu
TAG CHEMICALS INDIA PVT LTD.,13.293640542467587,5.138630252618566,CEPZ (Kakkanadu)
TAJ COIR MILLS,48.34938650204578,3.0399911238637722,Alappuzha
TAJ PLYWOODS,32.3534495562316,18.426783325289648,Aluva
TAMILNADU NEWSPRINT & PAPERS LTD.,10.164889466483157,7.275384319673425,Maradu
TAMILNADU ENERGY SOLUTION,10.164889466483157,7.275384319673425,Maradu
TASTY NUT INDUSTRIES,122.72470742680734,1.4783296265113484,Kollam
TAURUS RUBBER INDUSTRIES,52.966995911432996,20.907228122122945,Alappuzha
TEA BREAK INTERNATIONAL,0.32655734421592225,0.4997491584487901,Bolgatty Island (CoPT land-on lease)
TECHNO EXPORTS,26.108332560616518,9.226641137992708,Vaikkom
TECHNOFLEX RUBBER PRODUCTS,28.846826689108827,9.984402630181647,Aluva
THAHIRA CHEMICALS,10.164889466483157,7.275384319673425,Maradu
THREE STAR MARINE EXPORTS,10.164889466483157,7.275384319673425,Maradu
TRANQUIL CASTLES HOTELS & RESPORTS,2.5569467425265584,2.946796344206017,Maradu
TRAVANCORE COCOTUFT P.LTD.,33.3313352376576,7.454581855876451,Thannermukkom
TRENDZ FURNITURE WORLD,123.58037266208305,95.05448467833483,Kottapuram
TUFCKO INTERNATI0NAL,72.16101050959492,45.901609515887884,Thannermukkom
UNI GREEN CONDIMENTS,118.58114726811489,5.04008962928795,Kollam
UNITED COIR FACTORIES,49.83736831117566,1.8820905129966898,Alappuzha
UNITED NILGIRIS TEA ESTATE CO. LTD.,7.614609412985681,4.413024439507884,CEPZ (Kakkanadu)
NILGIRIS EXPORTS,7.614609412985681,4.413024439507884,CEPZ (Kakkanadu)
UNIVERSAL OLEORESINS,1.8728198472083997,0.7626300729550536,Willingdon Island (CoPT land-on lease)
VASUNDHARALAYAM COIR WORKS,38.61956142343948,9.974637163803532,Thannermukkom
VERONICA MARINE EXPORTS P.LTD.,115.52526794594202,7.4731539021562625,Chavara
VESTA ENGINEERS,20.05241366162006,4.93075739268789,Aluva
VETTOOR POLYMERS,7.614609412985681,4.413024439507884,CEPZ (Kakkanadu)
VIKAS RUBBERS,52.8708292816474,23.44319357065687,Thannermukkom
VIMALA WELFARE CENTRE,3.9346083328527053,3.769313132097833,Bolgatty Island (CoPT land-on lease)
WFB BAIRD & CO.(INDIA)P.LTD.,8.817136227317906,1.6356428306012087,CEPZ (Kakkanadu)
WILTON WEAVERS P.LTD.,27.44839763948669,7.09705430111255,Thannermukkom
ZALLKAR EXPORTS,52.57857841527291,31.627655455856384,Thannermukkom
ZEBA LAB FURNITURE,11.582801177969499,2.2453111040865923,CEPZ (Kakkanadu)
ZEHRA TRADING CO.,1.8728198472083997,0.7626300729550536,Willingdon Island (CoPT land-on lease)
COIMBATORE POTTERIES & REFRACTORIES,1.8728198472083997,0.7626300729550536,Willingdon Island (CoPT land-on lease)
2F WIND POWER COIMBATORE PVT LTD,1.8728198472083997,0.7626300729550536,Willingdon Island (CoPT land-on lease)
COIMBATORE SUPER ALLOYS P.LTD.,1.8728198472083997,0.7626300729550536,Willingdon Island (CoPT land-on lease)
MIRACLE RECLAIM RUBBER COIMBATORE P.LTD.,1.8728198472083997,0.7626300729550536,Willingdon Island (CoPT land-on lease)
COIMBATORE COTS & COATINGS LTD.,1.8728198472083997,0.7626300729550536,Willingdon Island (CoPT land-on lease)
COIMBATORE POLYTEX,1.8728198472083997,0.7626300729550536,Willingdon Island (CoPT land-on lease)
AARSHAVEDA WELLNESS PVT LTD,18.265983302885743,1.5443212892369902,Aluva
AEITS INTERNATIONAL,20.04267743950971,8.769941389581442,Kottapuram
AFRAS CASHEW  TRADERS,122.07448665486567,2.101441548660276,Kollam
AIFFA PLASTICS,140.3966576427849,111.74238425136691,Kottapuram
ARAPPURA EXPORTS,123.76446933418563,1.8782963003305788,Kollam
ARBEE AQUATIC PROTEINS P.LTD.,10.164889466483157,7.275384319673425,Maradu
BATHSHA MARINE EXPORTS,10.164889466483157,7.275384319673425,Maradu
BESTPAK INDUSTRIES,4.413807905523844,4.842354376793913,Bolgatty Island (CoPT land-on lease)
BHAVANI AUTO DISTRIBUTORS,4.751358837354962,4.737881296566685,Bolgatty Island (CoPT land-on lease)
CEE JEE LUBRICANTS,14.873906230580245,5.899756641054357,Aluva
COCHIN SCIENTIFIC,2.725397561065659,2.708424515677238,Bolgatty Island (CoPT land-on lease)
DAWA BOOKS,5.050700395719161,3.7150089794644336,Maradu
ECO GRINZ TRADING PVT LTD,3.9346083328527053,3.769313132097833,Bolgatty Island (CoPT land-on lease)
ENCILS GLOBAL BEVERAGES,0.32655734421592225,0.4997491584487901,Bolgatty Island (CoPT land-on lease)
ERNAKULAM ARCHIDIOCESAN PUBLICATION TRUST,1.8728198472083997,0.7626300729550536,Willingdon Island (CoPT land-on lease)
ERNAKULAM ENGINEERS,1.8728198472083997,0.7626300729550536,Willingdon Island (CoPT land-on lease)
EVERFRESH EXPORTS,28.846826689108827,9.984402630181647,Aluva
EZZED BAGS,51.852447474494234,0.6898212400367526,Alappuzha
FLOOR TUFT INTERNATIONAL,18.003228587311824,11.96833717304182,Vaikkom
GREENDAY EXPORTS AND FARMS PVT LTD,3.9346083328527053,3.769313132097833,Bolgatty Island (CoPT land-on lease)
GREENLAND PARTICLE BOARD P.LTD.,28.60260876171794,13.514249613837453,Aluva
HAILEYBURIA TEA ESTATES LTD.,0.32655734421592225,0.4997491584487901,Bolgatty Island (CoPT land-on lease)
HAOMA HEALTH CARE PVT LTD,6.221889916603116,3.9845729721872343,CEPZ (Kakkanadu)
HAYAN EXPORTERS,3.5166913748707236,3.9044919160941927,Bolgatty Island (CoPT land-on lease)
INDOL LUBRICANTS,112.33409220305867,5.9856304680690595,Chavara
J.LAWRENCE PRO AUDIO EQUIPMENTS PVT LTD,14.191157377364522,8.866338085835542,Maradu
KANNIKKAT TECHNOCRAFT,34.15378860870177,26.506824134439196,CEPZ (Kakkanadu)
KARUR SREE RAMA,52.966995911432996,20.907228122122945,Alappuzha
KARUR K.C.P. PACKINGS LTD.,52.966995911432996,20.907228122122945,Alappuzha
KATTILPARAMBIL TRADERS,31.621712971037255,2.5153456779816055,Thannermukkom
KEDISON EXPELLERS,72.16101050959492,45.901609515887884,Thannermukkom
KENRICH OVERSEAS TRADING COMPANY,6.983519953951737,2.8791395079967805,CEPZ (Kakkanadu)
KOTTAKKAL AYUR THERAPIES P.LTD.,7.614609412985681,4.413024439507884,CEPZ (Kakkanadu)
KOTTACKAL AYURVEDIC TRADING COMPANY,7.614609412985681,4.413024439507884,CEPZ (Kakkanadu)
KOTTAKAL EXPORTS,7.614609412985681,4.413024439507884,CEPZ (Kakkanadu)
KOTTAKKAL AYUR THERAPIES P.LTD.,1.8728198472083997,0.7626300729550536,Willingdon Island (CoPT land-on lease)
KOTTACKAL AYURVEDIC TRADING COMPANY,1.8728198472083997,0.7626300729550536,Willingdon Island (CoPT land-on lease)
KOTTAKAL EXPORTS,1.8728198472083997,0.7626300729550536,Willingdon Island (CoPT land-on lease)
LEENS EXPORTS,1.8728198472083997,0.7626300729550536,Willingdon Island (CoPT land-on lease)
LOHASHILPI,109.18122952728626,82.49402239707659,Kottapuram
M.O.PHILIPS INDUSTRIES,14.873906230580245,5.899756641054357,Aluva
MAITHRI ADVERTISING WORKS P.LTD.,3.5166913748707236,3.9044919160941927,Bolgatty Island (CoPT land-on lease)
MAITHRI ADVERTISING WORKS P. LTD.,3.5166913748707236,3.9044919160941927,Bolgatty Island (CoPT land-on lease)
MALAMPUZHA STEELS P.LTD.,1.8728198472083997,0.7626300729550536,Willingdon Island (CoPT land-on lease)
MEENACHIL RUBBERWOOD (P) LTD.,52.57857841527291,31.627655455856384,Thannermukkom
MEENAKSHI COIR WORKS,33.3313352376576,7.454581855876451,Thannermukkom
METRO PLY AND BOARDS,34.454391181894074,21.145616267465,Aluva
MOON FISHERY (INDIA)P.LTD.,10.164889466483157,7.275384319673425,Maradu
MR.LIGHT TECHNOLOGY,7.614609412985681,4.413024439507884,CEPZ (Kakkanadu)
MULLASSERY CASHEW,52.966995911432996,20.907228122122945,Alappuzha
N.V.JOSEPH EXPORTS,30.449717495980156,7.313850201401928,Thannermukkom
ORBIZ AUTOMOTIVEZ,123.58037266208305,95.05448467833483,Kottapuram
PARISONS FOODS PVT LTD,137.99664734888307,109.35158327263089,Kottapuram
PERUMACHERIL CASTING INDUSTRIES,49.23710644387521,18.489589504831034,Thannermukkom
PKM FINE FOODS&SPICES P.LTD.,22.060229067643693,14.325435830306551,CEPZ (Kakkanadu)
PROTECH ORGANO FOODS P. LTD.,25.79028267882384,3.832219302065872,Vaikkom
PROTECH ORGAN FOODS,25.79028267882384,3.832219302065872,Vaikkom
RADHAS AYURVEDIC SOAP WORKS,122.47283163085717,2.3676079920402997,Kollam
ROY CASHEW PRODUCTS,123.69408249738915,11.219639376876987,Kollam
ROYAL RUBBERS,27.6611068702931,8.716374675897896,Aluva
SAMSON CHEMICAL INDUSTRIES,49.93659474936283,19.32760176217836,Thannermukkom
SANTRO WOOD PRODUCTS,34.454391181894074,21.145616267465,Aluva
SOFINE DECORS P.LTD.,27.44839763948669,7.09705430111255,Thannermukkom
ST.FRANCIS PRESS,3.9346083328527053,3.769313132097833,Bolgatty Island (CoPT land-on lease)
ST.MARYS MOTORS,4.751358837354962,4.737881296566685,Bolgatty Island (CoPT land-on lease)
T.M.V. AROMATICS P.LTD.,12.256869052234148,5.624411567178295,CEPZ (Kakkanadu)
TAMILNADU NEWSPRINT & PAPERS LTD.,1.8728198472083997,0.7626300729550536,Willingdon Island (CoPT land-on lease)
TAMILNADU ENERGY SOLUTION,1.8728198472083997,0.7626300729550536,Willingdon Island (CoPT land-on lease)
TECHNO RUBBERS,17.70390433330077,2.8257350572802453,Aluva
THARAKAN AND COMPANY,43.985495649305875,12.754684690081172,Thannermukkom
THOMSON RUBBERS,72.16101050959492,45.901609515887884,Thannermukkom
TRICHUR SURGICALS,4.751358837354962,4.737881296566685,Bolgatty Island (CoPT land-on lease)
UBIO BIOTECHNOLOGY SYSTEMS PVT LTD,13.293640542467587,5.138630252618566,CEPZ (Kakkanadu)
VADAKKEDATH INDUSTRIES P.LTD.,62.804254429980475,41.61573600798619,Thannermukkom
VECTOR SURGICAL DISPOSABLES,32.3534495562316,18.426783325289648,Aluva
A.P.K.METAL COOKWARES,6.221889916603116,3.9845729721872343,CEPZ (Kakkanadu)
AGRO BIO TECH RESEARCH CENTRE LTD.,52.966995911432996,20.907228122122945,Alappuzha
AL FANOOS CASHEWS,120.5893137985279,5.259617831751718,Kollam
ALEXANDER COIR WORKS,47.154260912863435,4.23530521609481,Alappuzha
ANAKKARA FOOD PROCESSING & EXPORTS,7.614609412985681,4.413024439507884,CEPZ (Kakkanadu)
ANJALI HOTELS PVT LTD,25.31766695649702,6.390190422348376,Aluva
ANNA TRADE LINKS,5.050700395719161,3.7150089794644336,Maradu
ARACKATHARA RECLAIMATIONS,57.16081272746164,19.75932944474305,Alappuzha
ASSA SEA FOODS,61.45281469992794,3.480696318812603,Thrikunnappuzha
AVL MARKETING,3.9346083328527053,3.769313132097833,Bolgatty Island (CoPT land-on lease)
BETHLEHEM ART STUDIO,25.15349995953106,9.102831607483825,Aluva
C.K.K.M.PHARMACY,8.49135133189736,3.6128860114450907,Maradu
C.R.TEXTILES,13.242274567294407,8.249767012225796,CEPZ (Kakkanadu)
CAPITAL CASHEW EXPORTS,122.07448665486567,2.101441548660276,Kollam
"CHACKOS PLYWOOD MILLS(P)LTD.,",26.20280101114799,13.292469599075574,Aluva
CHILTON REFREGERATION,7.614609412985681,4.413024439507884,CEPZ (Kakkanadu)
COCO PLANETE,51.439441896362936,0.7605570812753425,Alappuzha
DANAH FOOD PRODUCTS P.LTD.,16.43205842244169,12.64454289890414,Kottapuram
DESIRE KOCHI,12.515179440581356,7.1384145235956975,CEPZ (Kakkanadu)
DIWANIYA FURNISHINGS,7.614609412985681,4.413024439507884,CEPZ (Kakkanadu)
EDATHALA POLYMERS P.LTD.,1.8728198472083997,0.7626300729550536,Willingdon Island (CoPT land-on lease)
ELIXIR EXOTIC FOODS AND ALLIED PRODUCTS,27.6611068702931,8.716374675897896,Aluva
ESSEN FOODIES INDIA,6006.946290867941,5987.850519558772,Kottapuram
